track_name,artist_name,year,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,language,mood,spotify_link
Character Dheela (Remix),Pritam,2011,37,0.0347,0.808,0.946,0.00802,1,0.128,-3.56,0.0576,120.009,0.871,Hindi,Happy,https://open.spotify.com/track/6sUZa2VdeHJtfsKjfl3rwu
Poore Se Zara Sa Kam Hain,Pritam,2011,26,0.426,0.495,0.624,0,4,0.197,-5.176,0.0372,81.948,0.319,Hindi,Neutral,https://open.spotify.com/track/6i2syCLv2tsL40VWgEM5Nx
Mallo Malli,Pritam,2011,24,0.0325,0.791,0.928,2.98E-06,11,0.029,-3.137,0.0598,126.005,0.796,Hindi,Happy,https://open.spotify.com/track/4CZfGphsMrNn80laEYpHxT
Jis Jagah Pe Khatam,Pritam,2011,31,0.0285,0.775,0.796,2.62E-06,2,0.108,-5.94,0.0471,105.005,0.476,Hindi,Energetic,https://open.spotify.com/track/3PDQUS30Yw5oNxlW10Ns7U
Jhoom Jhoom Ta Ja,Pritam,2011,25,0.385,0.686,0.802,0,8,0.046,-5.093,0.0645,135.012,0.691,Hindi,Energetic,https://open.spotify.com/track/3Dc1tcg03r9rThwRy4JB64
Te Amo (Female),Pritam,2011,31,0.432,0.627,0.689,1.65E-06,2,0.0856,-6.965,0.0348,128.005,0.323,Hindi,Energetic,https://open.spotify.com/track/06BtoEL5tesaldzi6wvzgP
I Love You (Unplugged),Pritam,2011,30,0.701,0.583,0.557,0,6,0.142,-6.431,0.0828,90.113,0.862,Hindi,Neutral,https://open.spotify.com/track/6vDDrvpBckh0tzJIVXTlPa
Te Amo (Remix),Pritam,2011,23,0.0308,0.553,0.94,0.0121,11,0.305,-6.358,0.0449,129.989,0.751,Hindi,Happy,https://open.spotify.com/track/3kwnCKo6uu9bsuo5yOHEQH
Buddhi Do Bhagwaan (Charlie's Song),Pritam,2011,20,0.225,0.865,0.729,0,1,0.0398,-6.246,0.11,95.013,0.843,Hindi,Happy,https://open.spotify.com/track/4Cn9BPsIEmxxRwMMZbWGp1
Jhoom Jhoom Ta Hun Main,Pritam,2011,23,0.036,0.649,0.722,0,2,0.269,-4.667,0.0418,135.042,0.372,Hindi,Energetic,https://open.spotify.com/track/2TXBOP5cWOeSa2eub1RvJo
Thayn Thayn,Pritam,2011,19,0.342,0.785,0.782,1.90E-06,4,0.313,-5.955,0.225,101.936,0.801,Hindi,Happy,https://open.spotify.com/track/3OKwunX4BSF3sI28jtpbcx
Aag Lage Us Aag Ko,Pritam,2011,22,0.16,0.481,0.982,0,7,0.471,-4.785,0.356,77.51,0.523,Hindi,Neutral,https://open.spotify.com/track/5aMdiIF0amLTOIXDT6I81z
Jaana Hai,Pritam,2011,26,0.0388,0.318,0.804,0,4,0.377,-3.047,0.0439,127.996,0.375,Hindi,Neutral,https://open.spotify.com/track/0xi9vCj6NCPdtlZjzgYWyU
Jane Kyon (Sufi Version),Pritam,2011,17,0.329,0.592,0.685,3.74E-05,2,0.177,-4.504,0.0343,80.018,0.313,Hindi,Neutral,https://open.spotify.com/track/7By7GhhfdHLf3iRPsQ02Sc
Dil Ye Bekarar Kyun Hai (Reprise),Pritam,2011,29,0.0401,0.638,0.721,0,0,0.103,-9.328,0.0301,134.994,0.834,Hindi,Happy,https://open.spotify.com/track/3VCRE5tqmmMGf4n6QvQ5SD
Ik Tu Hi Tu Hi (Reprise),Pritam,2011,30,0.187,0.303,0.715,0,2,0.0994,-6.407,0.0497,69.784,0.546,Hindi,Neutral,https://open.spotify.com/track/0LhFwQF26qYCAQ36z2AovX
I Love You (Remix),Pritam,2011,22,0.133,0.75,0.9,0.0478,6,0.0444,-6.164,0.0624,96.007,0.847,Hindi,Happy,https://open.spotify.com/track/0FQBbIFfwR629jzJGeP0kz
Jis Jagah Pe Khatam (Remix),Pritam,2011,13,0.119,0.672,0.874,0,0,0.328,-5.667,0.0351,117.997,0.961,Hindi,Happy,https://open.spotify.com/track/1XSBPwEhboJu7cgWdTk1UK
Humko Pyar Hua (Remix),Pritam,2011,23,0.0345,0.779,0.933,0.0759,2,0.105,-4.238,0.0557,108.049,0.872,Hindi,Happy,https://open.spotify.com/track/41KcXR6uCEsu1LW0EVQu7B
Meri Ada Bhi (Remix),Pritam,2011,23,0.0279,0.767,0.918,7.22E-05,6,0.207,-4.16,0.165,111.927,0.686,Hindi,Energetic,https://open.spotify.com/track/7zkPtgZKtY523COv0rEpze
Antenna,Pritam,2011,14,0.161,0.74,0.92,2.12E-06,11,0.223,-6.078,0.103,107.981,0.766,Hindi,Happy,https://open.spotify.com/track/5dv1uOBUY3RuLYUuRVBgzA
Sajh Dhaj Ke (Desi Mix Tiger Style),Pritam,2011,19,0.407,0.737,0.981,0.0103,0,0.431,-3.292,0.073,124.013,0.669,Hindi,Energetic,https://open.spotify.com/track/4m67fc5zhh1KDszV0IhSWK
School Ke Din,Pritam,2011,31,0.105,0.746,0.754,0,0,0.362,-8.03,0.144,103.037,0.738,Hindi,Happy,https://open.spotify.com/track/6F9aMeUkv2ESGv56I3gXg7
Razia (Remix),Pritam,2011,15,0.0221,0.653,0.997,0.00488,5,0.164,-6.822,0.0592,139.976,0.843,Hindi,Happy,https://open.spotify.com/track/5BuLYGdGYyQUa7WucI9iOo
Khwab - Rock,Pritam,2011,3,0.125,0.507,0.748,3.15E-06,4,0.0926,-3.776,0.0373,140.076,0.212,Hindi,Neutral,https://open.spotify.com/track/6Rpes0MY1nBKwlzLzLQNnr
My Heart Is Beating (Remix),Pritam,2011,11,0.000863,0.756,0.882,2.15E-06,9,0.323,-5.701,0.0756,127.937,0.732,Hindi,Happy,https://open.spotify.com/track/4r22hF1ZjUieNvwPxWGhZO
"Challa (From ""Crook "") - Remix by Tigerstyle",Pritam,2011,2,0.0104,0.676,0.899,0.00368,2,0.0819,-6.476,0.057,95.968,0.586,Hindi,Energetic,https://open.spotify.com/track/1moJnvS4wZJqBVJUNtbPh7
Jane Kyon (Soul Version),Pritam,2011,13,0.631,0.609,0.641,0,2,0.117,-4.392,0.0321,80.015,0.272,Hindi,Energetic,https://open.spotify.com/track/45Nc8hS8Eggt8YNhBO64Jm
Pyaar Do Pyaar Lo (Remix),Pritam,2011,14,0.275,0.625,0.858,9.18E-05,4,0.298,-5.978,0.0532,133.938,0.758,Hindi,Happy,https://open.spotify.com/track/75PyV3wUA0GcFNsTtTUGh2
Sajh Dhaj Ke (Club Mix Tiger Style),Pritam,2011,17,0.0902,0.69,0.975,0.00551,8,0.279,-2.394,0.0627,124.002,0.695,Hindi,Energetic,https://open.spotify.com/track/5FaDtT3Ge6IyTLyCv8uiKj
Dil Ye Bekarar Kyun Hai (Remix),Pritam,2011,16,0.209,0.572,0.895,1.38E-06,0,0.785,-5.144,0.0833,134.908,0.606,Hindi,Neutral,https://open.spotify.com/track/6bPhESdBZrjDSStlTuxw8z
Naina,Pritam,2011,14,0.151,0.449,0.676,0,7,0.129,-4.871,0.0439,87.632,0.284,Hindi,Neutral,https://open.spotify.com/track/6sKPX8s8UsjGYP6Wt1uwhZ
Antenna (Reloaded : Srk Mix),Pritam,2011,21,0.0756,0.812,0.81,0.000663,7,0.623,-8.256,0.0834,107.987,0.69,Hindi,Energetic,https://open.spotify.com/track/5dv1uOBUY3RuLYUuRVBgzA
Mallo Malli (Remix),Pritam,2011,16,0.000263,0.68,0.692,0.00133,9,0.109,-8.172,0.0356,127.977,0.518,Hindi,Energetic,https://open.spotify.com/track/1KCB5ljSs3HHlqPuwZcQMN
Full Volume (Remix),Pritam,2011,17,0.106,0.78,0.834,0.426,11,0.104,-5.939,0.0648,105.015,0.825,Hindi,Happy,https://open.spotify.com/track/47ugNsoUzPBWEYysB5vVCp
Thoda Sa Pyaar,Pritam,2011,8,0.367,0.724,0.739,0,1,0.0603,-5.538,0.0287,108.011,0.626,Hindi,Energetic,https://open.spotify.com/track/0rvst3YfW8h0ShfgWYeKO3
My Heart Is Beating,Pritam,2011,16,0.00254,0.716,0.955,3.42E-05,11,0.16,-3.168,0.0972,127.984,0.87,Hindi,Happy,https://open.spotify.com/track/2LtJIT7V9m8NUbijAjrYTs
Thoda Sa Pyaar (Raghav's Search For Love),Pritam,2011,5,0.452,0.584,0.472,0,9,0.136,-7.187,0.0269,107.898,0.114,Hindi,Neutral,https://open.spotify.com/track/2v6sXbfGMnJM1AdNviGlD8
Khwab (Raghav's Confession),Pritam,2011,5,0.289,0.608,0.696,8.44E-06,4,0.274,-3.748,0.0309,139.988,0.284,Hindi,Energetic,https://open.spotify.com/track/1RBSvWtgi7vu1KOwIBbFaT
Baadlon Pe Paon,Pritam,2011,2,0.0213,0.536,0.912,0,7,0.0939,-4.568,0.0376,144.925,0.712,Hindi,Happy,https://open.spotify.com/track/10StCt07tCOElT8RUY98rs
Thoda Sa Pyaar (Madhu's Search For Love),Pritam,2011,3,0.459,0.663,0.701,0,9,0.107,-5.36,0.0273,108.033,0.501,Hindi,Energetic,https://open.spotify.com/track/4KrJXHhxlJKKVMzDMTtrJe
Better Not Mess With Me (Rock Mix),Pritam,2011,5,0.018,0.63,0.855,0,9,0.0987,-3.899,0.0694,146.952,0.412,Hindi,Energetic,https://open.spotify.com/track/4Hd6k9zQRLSWeRtmni6rgx
Better Not Mess With Me (Club Mix),Pritam,2011,4,0.0552,0.8,0.741,9.11E-05,2,0.0605,-4.509,0.115,146.865,0.967,Hindi,Happy,https://open.spotify.com/track/5S92IthTUUUbtZJhPQ4iH4
Undi The Condi,Pritam,2011,4,0.393,0.767,0.913,0,3,0.269,-4.8,0.0793,109.99,0.817,Hindi,Happy,https://open.spotify.com/track/7tQOcksOQXIlXH6SDvm764
"Sajde (From ""Kill Dil"")",Shankar-Ehsaan-Loy,2024,7,0.616,0.428,0.478,0,10,0.319,-6.451,0.0424,99.727,0.58,Hindi,Calm,https://open.spotify.com/track/3178dge9j40ulIIYlOOlow
"Kajra Re (From ""Bunty Aur Babli"")",Shankar-Ehsaan-Loy,2024,2,0.357,0.473,0.874,0,5,0.0794,-4.887,0.174,91.963,0.681,Hindi,Neutral,https://open.spotify.com/track/1Zhd0vU0BOHBNQ5bHfk1vV
Kajra Re - Remix,Shankar-Ehsaan-Loy,2023,23,0.017,0.715,0.815,0.123,0,0.593,-6.323,0.0492,124.996,0.739,Hindi,Happy,https://open.spotify.com/track/7bjfbjWYRboAzAHkRgwqTN
Luv Ju - LoFi Mix,Shankar-Ehsaan-Loy,2023,19,0.543,0.667,0.357,0.548,5,0.104,-12.038,0.0328,139.962,0.0647,Hindi,Sad,https://open.spotify.com/track/5gsF7fkSfKF9ubcJERTeCW
"Makhmali (From ""Samrat Prithviraj"")",Shankar-Ehsaan-Loy,2023,10,0.829,0.403,0.416,0,9,0.0905,-13.407,0.0386,94.517,0.405,Hindi,Calm,https://open.spotify.com/track/3DUv1qjfdY4bAcN3mhOGp6
"Luv Ju (From ""Bunty Aur Babli 2"")",Shankar-Ehsaan-Loy,2023,3,0.0222,0.726,0.479,0,5,0.127,-9.282,0.0724,154.916,0.591,Hindi,Neutral,https://open.spotify.com/track/3UOKkZW8Ytkv2DfBZhmGsy
Makhmali - LoFi Mix,Shankar-Ehsaan-Loy,2023,0,0.571,0.307,0.463,0.342,6,0.0917,-10.253,0.0371,86.954,0.0709,Hindi,Calm,https://open.spotify.com/track/5CWJxfTCsigNPdLYI9809B
"Sajde (From ""Kill Dil'')",Shankar-Ehsaan-Loy,2023,0,0.623,0.571,0.48,0,10,0.34,-6.663,0.0395,100.162,0.597,Hindi,Neutral,https://open.spotify.com/track/3178dge9j40ulIIYlOOlow
Sajde - LoFi Mix,Shankar-Ehsaan-Loy,2023,2,0.722,0.567,0.629,0.0325,3,0.482,-7.887,0.0457,92.968,0.372,Hindi,Neutral,https://open.spotify.com/track/7jzV4ofgkFaZmEAGOpQHQZ
Makhmali,Shankar-Ehsaan-Loy,2022,36,0.829,0.339,0.406,0,9,0.0921,-13.41,0.0425,87.68,0.398,Hindi,Calm,https://open.spotify.com/track/1AJbp5eBB9UABCMMmjXNW6
Makhmali - Lofi Mix,Shankar-Ehsaan-Loy,2022,27,0.564,0.33,0.461,0.348,6,0.0896,-10.249,0.0362,87.02,0.0701,Hindi,Calm,https://open.spotify.com/track/5CWJxfTCsigNPdLYI9809B
Luv Ju,Shankar-Ehsaan-Loy,2021,42,0.0221,0.725,0.479,0,5,0.131,-9.282,0.0722,154.926,0.596,Hindi,Neutral,https://open.spotify.com/track/3HWqA57lTY6imySaXyaJL4
Labb Par Aaye,Shankar-Ehsaan-Loy,2020,43,0.727,0.418,0.537,0,11,0.377,-7.769,0.0455,132.749,0.693,Hindi,Neutral,https://open.spotify.com/track/1H31HxfIHETvrQ02nWpsLO
Garaj Garaj,Shankar-Ehsaan-Loy,2020,36,0.392,0.287,0.762,0,0,0.287,-7.121,0.0874,73.054,0.262,Hindi,Neutral,https://open.spotify.com/track/7xoSO0L4sNEQiAlE2cVxg9
Valentine's Mashup By DJ Notorious and Lijo George - 2020,Shankar-Ehsaan-Loy,2020,36,0.213,0.567,0.633,0,1,0.115,-5.784,0.0357,124.896,0.38,Hindi,Neutral,https://open.spotify.com/track/6n7OWkfXYUyTJApWpAnF1B
Couple Goals,Shankar-Ehsaan-Loy,2020,31,0.0971,0.747,0.641,2.14E-05,8,0.137,-6.435,0.0726,107.514,0.491,Hindi,Energetic,https://open.spotify.com/track/60kOypNLPPPRJprwExmZPX
Karan Johar Mashup (By Dj Chetas),Shankar-Ehsaan-Loy,2017,3,0.1,0.442,0.845,0.000179,8,0.102,-4.205,0.061,130.01,0.333,Hindi,Neutral,https://open.spotify.com/track/36XSWF9Zt4u4v8xRBuG0JE
Love Mashup 2015 (By DJ Chetas),Shankar-Ehsaan-Loy,2015,52,0.0538,0.552,0.791,0,11,0.102,-4.681,0.0358,99.742,0.309,Hindi,Neutral,https://open.spotify.com/track/7p5uzwVPw0XJmtZSmrsQ8P
Sajde,Shankar-Ehsaan-Loy,2014,67,0.619,0.499,0.48,0,1,0.319,-6.45,0.0415,99.886,0.577,Hindi,Calm,https://open.spotify.com/track/7kiZ6Zf66oX6yMovt3gC1a
My Name Is Ranveer Ching,Shankar-Ehsaan-Loy,2014,29,0.0878,0.553,0.858,0,1,0.0734,-4.647,0.317,131.682,0.783,Hindi,Happy,https://open.spotify.com/track/3n4a26cKU7Q2NjLP7Shigv
"Achha Lagta Hai (From ""Aarakshan"")",Shankar-Ehsaan-Loy,2013,13,0.00248,0.845,0.555,1.66E-05,8,0.0877,-7.498,0.0749,101.967,0.632,Hindi,Neutral,https://open.spotify.com/track/6KXgww1fZA1bwIKgXNFKej
Achha Lagta Hai,Shankar-Ehsaan-Loy,2011,54,0.00248,0.845,0.555,1.66E-05,8,0.0877,-7.498,0.0749,101.967,0.632,Hindi,Neutral,https://open.spotify.com/track/6VOKUdxhjSwbjinKbguOmy
Kajra Re,Shankar-Ehsaan-Loy,2005,63,0.365,0.484,0.898,0,0,0.091,-4.132,0.164,91.975,0.68,Hindi,Neutral,https://open.spotify.com/track/72HdutlIHBZJ7WT1xVAAZT
Shri Raja Ram,Amit Trivedi,2024,31,0.593,0.737,0.623,0.00133,9,0.0794,-9.332,0.0709,139.999,0.798,Hindi,Energetic,https://open.spotify.com/track/6ZKgsxQaaili30OUAwdCJk
Bairi Birhaa Lo-fi Version - SOT2,Amit Trivedi,2024,21,0.722,0.771,0.487,0.448,9,0.176,-13.423,0.105,105.033,0.331,Hindi,Neutral,https://open.spotify.com/track/5RP2xbbIg9xGbENFLRMEs8
Mera Love Main - Chill Trap,Amit Trivedi,2024,14,0.25,0.788,0.45,0,8,0.11,-9.213,0.0335,129.947,0.972,Hindi,Neutral,https://open.spotify.com/track/6SAwk1BFkJDeAxBLlY63Ii
Namo Namo - Lofi By Rahul Pai,Amit Trivedi,2024,29,0.059,0.31,0.489,0.165,4,0.125,-9.857,0.0311,134.914,0.0649,Hindi,Neutral,https://open.spotify.com/track/7sHgG0NwHUpmBySNAEGvka
"Mann Lovely - From ""Tera Kya Hoga Lovely""",Amit Trivedi,2024,18,0.579,0.471,0.545,0,3,0.111,-7.067,0.249,89.701,0.443,Hindi,Neutral,https://open.spotify.com/track/1IkfKUWFbxvcdIbZcqoOKv
"Loafer Akhiyaan - From ""Tera Kya Hoga Lovely""",Amit Trivedi,2024,12,0.074,0.823,0.725,0,9,0.579,-5.854,0.0931,136.026,0.801,Hindi,Happy,https://open.spotify.com/track/4xl015a9SsvDyu0S5aMEFq
"Jugni - From ""Tera Kya Hoga Lovely""",Amit Trivedi,2024,8,0.342,0.822,0.705,1.66E-05,9,0.0865,-6.657,0.0565,149.999,0.708,Hindi,Happy,https://open.spotify.com/track/7zCG3Px8AHI73hnAXf93lx
"Dil Khona - From ""Tera Kya Hoga Lovely""",Amit Trivedi,2024,10,0.919,0.571,0.531,0.04,3,0.105,-8.316,0.0344,85.025,0.224,Hindi,Neutral,https://open.spotify.com/track/1bHA6epFMjMIanvZp8DIVn
"Mann Lovely - Raj Barman - From ""Tera Kya Hoga Lovely""",Amit Trivedi,2024,7,0.45,0.53,0.504,0,4,0.125,-6.573,0.0655,115.272,0.643,Hindi,Neutral,https://open.spotify.com/track/5rZahQliOG96Lb2k3418Zf
"Gham Ka Rang - From ""Tera Kya Hoga Lovely""",Amit Trivedi,2024,11,0.956,0.565,0.278,0.152,2,0.108,-12.551,0.0386,149.596,0.519,Hindi,Neutral,https://open.spotify.com/track/5HAKbPkKUe82eckScTYi30
"Ishaqzaade (From ""Ishaqzaade"")",Amit Trivedi,2024,0,0.704,0.415,0.339,0,0,0.0659,-10.908,0.0502,112.86,0.197,Hindi,Sad,https://open.spotify.com/track/3YDA0ueGXukemTikknBsrW
"Hindustan Meri Jaan (From ""Shabaash Mithu"")",Amit Trivedi,2024,0,0.779,0.781,0.239,5.10E-05,4,0.105,-13.996,0.0381,94.939,0.164,Hindi,Sad,https://open.spotify.com/track/6GUqSs2tkEwJUyOEMVfNcj
"Jugni (From ""Queen"")",Amit Trivedi,2024,0,0.156,0.672,0.631,0.000366,2,0.0723,-6.856,0.0261,129.99,0.323,Hindi,Energetic,https://open.spotify.com/track/170Wyxg8fkrbRzmMKsnByb
"Pareshaan (From ""Ishaqzaade"")",Amit Trivedi,2024,0,0.438,0.305,0.396,4.83E-05,2,0.112,-11.355,0.0434,99.971,0.251,Hindi,Sad,https://open.spotify.com/track/3YDA0ueGXukemTikknBsrW
"Dosti (From ""Rrr"")",Amit Trivedi,2023,46,0.504,0.68,0.65,0.000624,5,0.108,-8.676,0.0389,149.952,0.555,Hindi,Energetic,https://open.spotify.com/track/2OsAjPo5sDkTgaRMx6fRHg
Chaudhary,Amit Trivedi,2023,48,0.496,0.728,0.75,0.194,4,0.141,-6.838,0.047,89.975,0.628,Hindi,Energetic,https://open.spotify.com/track/2oiiCDTm2kSITbLlyyNYF9
Jhoome Nain,Amit Trivedi,2023,30,0.0183,0.691,0.789,0.000515,7,0.785,-5.498,0.032,123.984,0.277,Hindi,Energetic,https://open.spotify.com/track/0doyW4YPBx1vzOdJPGXmdF
Ishaqzaade - LoFi Mix,Amit Trivedi,2023,33,0.685,0.372,0.436,0.226,0,0.123,-13.391,0.0393,143.56,0.182,Hindi,Neutral,https://open.spotify.com/track/3hXk62zrZldJ77Iie7vHdo
Maari Maavadi,Amit Trivedi,2023,32,0.669,0.439,0.654,0.000193,11,0.178,-5.935,0.0672,106.102,0.318,Hindi,Neutral,https://open.spotify.com/track/2l9NMCiCXC7UfXPuPdMbDU
Namo Namo Ji Shankara,Amit Trivedi,2023,28,0.338,0.524,0.76,1.01E-06,4,0.338,-5.847,0.0552,179.739,0.404,Hindi,Neutral,https://open.spotify.com/track/2SkTyC38iipNvLy3xRheMW
Dil Jahan Pe Le Chala (Amit Trivedi),Amit Trivedi,2023,27,0.741,0.827,0.546,0.000548,11,0.0973,-7.383,0.0304,95.997,0.911,Hindi,Neutral,https://open.spotify.com/track/78JKBkqF3siJDIrX0mnXTh
Bairi Birhaa,Amit Trivedi,2023,25,0.448,0.811,0.594,0.00833,9,0.334,-6.809,0.0437,114.043,0.261,Hindi,Neutral,https://open.spotify.com/track/54YNeZYbSj4S8lrCBvZvAI
Teriyaan Tu Jaane,Amit Trivedi,2023,27,0.291,0.646,0.518,0,7,0.0703,-6.182,0.036,136.084,0.605,Hindi,Neutral,https://open.spotify.com/track/1P4X1N94ZQZXrS1p33P4PF
Ye Tasveer Hai Khwabon Ke Rangon Ki,Amit Trivedi,2023,31,0.297,0.791,0.591,2.31E-06,2,0.318,-8.088,0.052,109.985,0.746,Hindi,Neutral,https://open.spotify.com/track/3DF935uGTHs84QTZyUe8Ww
Namo Namo,Amit Trivedi,2023,21,0.436,0.644,0.71,0,4,0.121,-6.217,0.0309,119.93,0.329,Hindi,Energetic,https://open.spotify.com/track/6DwBCjospi1c9WsRVfoCwN
Puttha Paasa,Amit Trivedi,2023,26,0.0191,0.798,0.644,0.0574,2,0.124,-6.593,0.0428,132.016,0.5,Hindi,Energetic,https://open.spotify.com/track/69IMkWpHuXUq5G7olMzqZt
Naina Da Kya Kasoor,Amit Trivedi,2023,29,0.159,0.712,0.659,0.0129,9,0.0781,-6.348,0.0538,63.048,0.545,Hindi,Energetic,https://open.spotify.com/track/2g3o6I7YuKFEUn9OOfuAfP
Pashmina,Amit Trivedi,2023,19,0.706,0.46,0.384,0.000773,0,0.146,-7.931,0.0313,79.876,0.302,Hindi,Sad,https://open.spotify.com/track/0WqwZRnE9t577O0AT3Dk0l
Shariyat-E-Dil,Amit Trivedi,2023,20,0.196,0.713,0.65,0.288,0,0.119,-9.165,0.0317,125.987,0.645,Hindi,Energetic,https://open.spotify.com/track/4TARoWsUnQJEFkvEeHcRuW
Halla Bol,Amit Trivedi,2023,23,0.574,0.763,0.918,0.00565,0,0.217,-4.234,0.0538,115.005,0.578,Hindi,Energetic,https://open.spotify.com/track/5yBsEM3Wnl5hhpzG4CWEUs
Dil Dum Chhalla,Amit Trivedi,2023,22,0.409,0.69,0.592,5.48E-06,9,0.121,-10.007,0.0415,80.001,0.609,Hindi,Neutral,https://open.spotify.com/track/6SVxSrFzUyheNtXJiD1Itp
Jumme Raat,Amit Trivedi,2023,18,0.16,0.798,0.764,0.00067,9,0.329,-7.22,0.0988,113.984,0.126,Hindi,Energetic,https://open.spotify.com/track/0uA500XunpWrLW84dB0wt1
Fursat,Amit Trivedi,2023,19,0.529,0.625,0.534,0.0227,9,0.154,-9.273,0.0555,179.957,0.34,Hindi,Neutral,https://open.spotify.com/track/27ca5SkC4AlVjJ3BTRk33V
Jaan 'Nisaar - L3AD LoFi Mix,Amit Trivedi,2023,28,0.181,0.262,0.519,0,4,0.114,-8.538,0.0413,91.736,0.119,Hindi,Neutral,https://open.spotify.com/track/1k5xfSLR5mZiAK62kcnI40
Lafda Kar Le,Amit Trivedi,2023,19,0.186,0.797,0.564,1.31E-05,1,0.529,-5.999,0.137,150.108,0.623,Hindi,Neutral,https://open.spotify.com/track/4GgwpAIe5Fqlc7FUG2XYxS
Ud-daa Punjab,Amit Trivedi,2023,17,0.0903,0.909,0.906,1.17E-05,1,0.287,-3.7,0.206,122.008,0.613,Hindi,Energetic,https://open.spotify.com/track/7o65z7yxlOfbAiDxq9WZBy
Laila Laila,Amit Trivedi,2023,15,0.432,0.847,0.768,0.000433,4,0.104,-5.479,0.0335,120.059,0.682,Hindi,Energetic,https://open.spotify.com/track/4wtnNTPCnUrVzcilVmkKbo
Mohabbat - Royal Stag Packaged Drinking Water Boombox,Amit Trivedi,2023,18,0.577,0.934,0.565,0.000501,0,0.125,-6.532,0.0795,111.01,0.567,Hindi,Neutral,https://open.spotify.com/track/13jol4snkyLeYZbatktpx6
Angrezi Luv Shuv - Radio Edit,Amit Trivedi,2023,5,0.62,0.696,0.638,9.01E-06,6,0.214,-6.812,0.0293,110.021,0.774,Hindi,Energetic,https://open.spotify.com/track/7At1uU8m44zD3BE7fI7Uwv
Shaam Shaandaar,Amit Trivedi,2023,3,0.0307,0.655,0.775,0.00112,6,0.0494,-4.406,0.0862,133.998,0.637,Hindi,Energetic,https://open.spotify.com/track/0BrEDXo0w5pmEqDd67oERv
Purnaviram,Amit Trivedi,2023,17,0.93,0.57,0.249,0.0186,1,0.155,-12.629,0.0241,87.977,0.153,Hindi,Sad,https://open.spotify.com/track/5aIdGkMUMRSCMAjReC7A3W
"Jhalla Wallah (From ""Ishaqzaade"")",Amit Trivedi,2023,4,0.542,0.681,0.55,1.21E-05,4,0.203,-9.521,0.0879,95.009,0.579,Hindi,Neutral,https://open.spotify.com/track/4nt0mxLb1OpmqV8EVgQp0X
Do it Tibara,Amit Trivedi,2023,6,0.145,0.73,0.718,0.000393,10,0.0757,-5.565,0.046,95.982,0.697,Hindi,Energetic,https://open.spotify.com/track/3LpSRiBbTNu2bGpPzrcnnv
Naina Da Kya Kasoor - DJ Paps Remix,Amit Trivedi,2023,24,0.0804,0.733,0.883,0.015,9,0.418,-6.503,0.0389,128.992,0.587,Hindi,Energetic,https://open.spotify.com/track/4eZ9oKrZAEmTeVpbAEyOEL
Mera Love Main (Lofi),Amit Trivedi,2023,3,0.359,0.754,0.602,1.80E-05,8,0.579,-9.846,0.0473,129.927,0.528,Hindi,Energetic,https://open.spotify.com/track/4hdOhkMucmyasP8LfLhqru
Manasu Maree (Rendition) - SKODA Deccan Beats,Amit Trivedi,2023,3,0.735,0.689,0.588,0.000203,11,0.115,-7.663,0.0349,119.976,0.605,Hindi,Neutral,https://open.spotify.com/track/67yOEBr9eeZcGHR5ZuN1IG
Vastunna Vachestunna (Rendition) - SKODA Deccan Beats,Amit Trivedi,2023,1,0.224,0.641,0.484,2.66E-05,4,0.0883,-12.172,0.0831,179.99,0.319,Hindi,Neutral,https://open.spotify.com/track/1TjB6PDqWIsl6aLTA68kWU
"Chokra Jawaan (From ""Ishaqzaade"")",Amit Trivedi,2023,3,0.454,0.559,0.701,0,1,0.0983,-9.524,0.201,129.955,0.592,Hindi,Neutral,https://open.spotify.com/track/4ZSfsDHT4UpUw0476GlMTR
"Mera Love Main (From ""Chup"") - Jhankar Beats",Amit Trivedi,2023,2,0.0708,0.77,0.753,0.000326,6,0.0365,-7.049,0.037,130,0.845,Hindi,Happy,https://open.spotify.com/track/3c2wydFSjDbPzas8oatDSE
Sulah,Amit Trivedi,2023,29,0.799,0.552,0.341,0.046,0,0.114,-12.405,0.0307,109.051,0.387,Hindi,Sad,https://open.spotify.com/track/342OQ09fR9n8LD0VMPJdHl
Pashmina - Trending Version,Amit Trivedi,2023,8,0.883,0.238,0.199,0.000102,9,0.247,-12.525,0.0378,74.66,0.398,Hindi,Sad,https://open.spotify.com/track/0Bpw5ZwftUpgUtQ7IbyVIt
Beautiful,Amit Trivedi,2023,5,0.514,0.743,0.567,0.000221,2,0.115,-7.922,0.032,109.98,0.512,Hindi,Neutral,https://open.spotify.com/track/4wwi2d5XsvVDTA0rbTbOpQ
"Sulah (From ""Half CA"")",Amit Trivedi,2023,3,0.799,0.552,0.341,0.046,0,0.114,-12.405,0.0307,109.051,0.387,Hindi,Sad,https://open.spotify.com/track/342OQ09fR9n8LD0VMPJdHl
Dheere Dheere,Amit Trivedi,2023,4,0.764,0.631,0.601,8.25E-05,1,0.188,-9.127,0.0635,164.831,0.8,Hindi,Energetic,https://open.spotify.com/track/3k8SZgCbv0eNKfJjtSEAyC
Boli Tujhse - Lofi Flip,Amit Trivedi,2023,7,0.949,0.363,0.345,0.932,2,0.147,-17.606,0.137,81.768,0.522,Hindi,Calm,https://open.spotify.com/track/0RZQyPbzmTkSrN5Xp0Lv0z
